time, U1PosX, U1PosY, U1PosZ, U1HeadX, U1HeadY, U1HeadZ, U1HeadEulerX, U1HeadEulerY, U1LocalHeadEulerZ, U1ControllerRX, U1ControllerRY, U1ControllerRZ, U1ControllerEulerRX, U1ControllerEulerRY, U1ControllerEulerRZ,U1ControllerLX, U1ControllerLY, U1ControllerLZ, U1ControllerEulerLX, U1ControllerEulerLY, U1ControllerEulerLZ,U1PointerX, U1PointerY, U1PointerZ, U1PointerVis, U1StickyPointerX, U1StickyPointerY, U1StickyPointerZ, U1StickyPointerVis, U1SpeakingU2PosX, U2PosY, U2PosZ, U2HeadX, U2HeadY, U2HeadZ, U2HeadEulerX, U2HeadEulerY, U2LocalHeadEulerZ, U2ControllerRX, U2ControllerRY, U2ControllerRZ, U2ControllerEulerRX, U2ControllerEulerRY, U2ControllerEulerRZ,U2ControllerLX, U2ControllerLY, U2ControllerLZ, U2ControllerEulerLX, U2ControllerEulerLY, U2ControllerEulerLZ,U2PointerX, U2PointerY, U2PointerZ, U2PointerVis, U2StickyPointerX, U2StickyPointerY, U2StickyPointerZ, U2StickyPointerVis, U2Speaking
1.840,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.758, 342.859, 359.766,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.296, -0.027, -0.517,1.335, 1.263, -0.223,347.617, 350.244, 354.363,1.408, 0.892, 0.156,340.650, 339.658, 347.157,1.140, 0.896, 0.074,349.454, 21.382, 354.119,null,null,null,0,null,null,null,1,0
1.880,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.775, 342.886, 359.761,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.296, -0.027, -0.517,1.335, 1.263, -0.224,347.499, 350.177, 354.645,1.408, 0.892, 0.156,340.646, 340.172, 347.229,1.138, 0.892, 0.073,350.284, 22.002, 354.207,null,null,null,0,null,null,null,1,0
1.919,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.773, 342.876, 359.762,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.575, -0.027, -0.574,1.614, 1.263, -0.283,347.183, 350.134, 355.070,1.688, 0.892, 0.099,340.923, 341.696, 345.501,1.417, 0.888, 0.017,351.954, 21.029, 350.962,null,null,null,0,null,null,null,1,0
1.959,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.762, 342.866, 359.765,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.575, -0.027, -0.574,1.613, 1.264, -0.283,347.111, 350.103, 355.378,1.686, 0.892, 0.098,340.567, 340.508, 347.478,1.414, 0.888, 0.018,352.073, 21.099, 352.519,null,null,null,0,null,null,null,1,0
1.998,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.762, 342.867, 359.736,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.751, -0.027, -0.604,1.787, 1.265, -0.313,347.133, 350.102, 355.664,1.861, 0.891, 0.068,340.428, 340.134, 348.188,1.587, 0.888, -0.011,352.685, 20.479, 354.233,null,null,null,0,null,null,null,1,0
2.038,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.765, 342.856, 359.752,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,1,1.751, -0.027, -0.604,1.786, 1.266, -0.313,346.862, 350.162, 355.833,1.861, 0.891, 0.068,340.614, 340.113, 347.770,1.588, 0.890, -0.010,352.302, 20.304, 354.343,null,null,null,0,null,null,null,1,0
2.081,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.756, 342.863, 359.732,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,1,1.751, -0.027, -0.604,1.786, 1.266, -0.314,346.629, 350.390, 355.997,1.861, 0.891, 0.068,341.139, 339.327, 347.554,1.589, 0.891, -0.011,351.599, 21.074, 354.207,null,null,null,0,null,null,null,1,0
2.120,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.760, 342.863, 359.750,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.659,null,null,null,0,null,null,null,1,0,1.768, -0.027, -0.606,1.803, 1.266, -0.317,346.545, 350.688, 355.834,1.878, 0.891, 0.066,340.952, 339.536, 347.966,1.607, 0.891, -0.012,352.454, 21.107, 355.479,null,null,null,0,null,null,null,1,0
2.160,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.759, 342.869, 359.758,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.780, -0.027, -0.607,1.814, 1.266, -0.319,346.536, 351.163, 355.548,1.889, 0.891, 0.064,340.954, 338.319, 348.191,1.621, 0.892, -0.016,350.602, 22.681, 355.712,null,null,null,0,null,null,null,1,0
2.200,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.771, 342.875, 359.760,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.813, 1.265, -0.320,346.436, 351.350, 355.532,1.887, 0.891, 0.064,341.398, 337.599, 349.711,1.620, 0.890, -0.015,352.053, 22.542, 358.227,null,null,null,0,null,null,null,1,0
2.239,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.760, 342.866, 359.753,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.812, 1.264, -0.321,346.512, 351.490, 355.382,1.888, 0.891, 0.064,341.422, 338.098, 349.367,1.622, 0.887, -0.011,356.364, 20.393, 357.700,null,null,null,0,null,null,null,1,0
2.279,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.755, 342.865, 359.743,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.812, 1.264, -0.322,346.594, 351.506, 355.293,1.888, 0.890, 0.065,342.586, 337.111, 350.757,1.623, 0.888, -0.013,354.560, 20.608, 358.500,null,null,null,0,null,null,null,1,0
2.320,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.781, 342.864, 359.753,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.811, 1.262, -0.323,346.733, 351.444, 355.234,1.885, 0.885, 0.067,345.643, 335.645, 354.260,1.627, 0.889, -0.014,354.695, 21.657, 358.796,null,null,null,0,null,null,null,1,0
2.360,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.767, 342.871, 359.751,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.810, 1.262, -0.325,346.926, 351.495, 355.151,1.881, 0.880, 0.072,351.606, 337.922, 357.409,1.633, 0.888, -0.010,357.260, 19.000, 0.297,null,null,null,0,null,null,null,1,0
2.399,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.762, 342.867, 359.761,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.245, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.809, 1.263, -0.326,346.950, 351.672, 355.162,1.879, 0.874, 0.075,356.916, 338.590, 1.410,1.641, 0.890, -0.008,357.816, 14.403, 357.966,null,null,null,0,null,null,null,1,0
2.439,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.777, 342.872, 359.761,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.638, 271.245, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.808, 1.263, -0.329,347.179, 351.544, 355.391,1.876, 0.867, 0.076,0.860, 337.876, 7.891,1.649, 0.894, -0.007,357.988, 9.578, 357.435,null,null,null,0,null,null,null,1,0
2.478,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.793, 342.847, 359.770,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.639, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.808, 1.265, -0.332,347.029, 351.241, 355.658,1.871, 0.862, 0.075,8.165, 335.060, 15.693,1.661, 0.898, -0.010,359.556, 9.970, 359.124,null,null,null,0,null,null,null,1,0
2.521,0.000, -0.027, 0.000,-0.382, 0.817, 0.443,354.838, 342.865, 359.787,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.659,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.807, 1.267, -0.335,346.894, 350.999, 355.745,1.872, 0.858, 0.073,9.034, 338.080, 27.049,1.675, 0.900, -0.015,1.069, 11.571, 359.265,null,null,null,0,null,null,null,1,0
2.560,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.797, 342.886, 359.799,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.807, 1.269, -0.339,346.553, 350.605, 356.165,1.879, 0.851, 0.069,6.954, 339.688, 37.269,1.690, 0.893, -0.013,4.755, 6.727, 351.698,null,null,null,0,null,null,null,1,0
2.599,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.782, 342.862, 359.799,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.808, 1.270, -0.343,345.528, 350.409, 356.430,1.885, 0.848, 0.062,3.262, 336.903, 44.839,1.705, 0.882, -0.011,8.845, 3.462, 340.977,null,null,null,0,null,null,null,1,0
2.639,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.799, 342.870, 359.785,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.808, 1.270, -0.346,345.184, 350.427, 356.564,1.888, 0.848, 0.052,1.991, 333.350, 44.859,1.721, 0.873, -0.013,9.410, 7.516, 338.772,null,null,null,0,null,null,null,1,0
2.679,0.000, -0.027, 0.000,-0.382, 0.817, 0.444,354.815, 342.863, 359.775,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.808, 1.272, -0.348,344.987, 349.918, 357.229,1.893, 0.849, 0.045,0.638, 332.165, 45.243,1.735, 0.864, -0.014,7.234, 8.797, 326.873,null,null,null,0,null,null,null,1,0
2.719,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.797, 342.862, 359.797,-0.495, 0.786, 0.693,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.809, 1.272, -0.349,344.999, 349.414, 357.726,1.901, 0.850, 0.040,357.325, 331.175, 48.452,1.743, 0.850, -0.011,0.815, 7.740, 301.820,null,null,null,0,null,null,null,1,0
2.760,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.788, 342.864, 359.755,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.245, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.811, 1.273, -0.350,344.941, 348.934, 357.795,1.909, 0.851, 0.036,354.791, 323.611, 49.682,1.748, 0.845, -0.007,0.137, 9.945, 294.335,null,null,null,0,null,null,null,1,0
2.799,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.809, 342.852, 359.809,-0.495, 0.786, 0.693,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.245, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.813, 1.273, -0.350,344.550, 348.620, 357.709,1.916, 0.846, 0.033,357.373, 313.687, 49.210,1.749, 0.842, -0.002,2.938, 9.335, 295.954,null,null,null,0,null,null,null,1,0
2.838,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.824, 342.891, 359.772,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.815, 1.273, -0.350,344.331, 348.615, 357.636,1.927, 0.842, 0.036,1.842, 318.555, 57.998,1.753, 0.839, 0.001,3.628, 10.883, 290.075,null,null,null,0,null,null,null,1,0
2.878,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.783, 342.866, 359.801,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.817, 1.274, -0.349,344.131, 348.627, 357.507,1.937, 0.842, 0.037,0.987, 320.418, 55.452,1.756, 0.838, 0.003,7.222, 11.001, 294.472,null,null,null,0,null,null,null,1,0
2.921,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.790, 342.868, 359.768,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.818, 1.273, -0.346,343.856, 348.514, 357.464,1.944, 0.834, 0.034,3.700, 315.784, 55.461,1.758, 0.837, 0.004,8.651, 10.303, 296.583,null,null,null,0,null,null,null,1,0
2.958,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.810, 342.874, 359.766,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.819, 1.273, -0.344,343.769, 348.563, 357.348,1.949, 0.827, 0.032,3.738, 311.756, 58.471,1.759, 0.834, 0.003,11.332, 9.435, 300.215,null,null,null,0,null,null,null,1,0
3.000,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.779, 342.876, 359.769,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.819, 1.272, -0.340,343.659, 348.365, 357.290,1.952, 0.823, 0.030,7.565, 313.439, 61.438,1.758, 0.828, 0.001,12.279, 8.209, 299.758,null,null,null,0,null,null,null,1,0
3.039,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.715, 342.861, 359.719,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.818, 1.271, -0.336,343.871, 348.039, 357.304,1.951, 0.827, 0.032,9.023, 313.865, 51.605,1.758, 0.825, -0.002,16.540, 7.076, 302.876,null,null,null,0,null,null,null,1,0
3.080,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.838, 342.848, 359.783,-0.495, 0.786, 0.693,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.818, 1.271, -0.332,344.386, 347.622, 357.189,1.950, 0.825, 0.033,10.584, 313.588, 52.181,1.759, 0.827, -0.005,18.134, 9.054, 307.235,null,null,null,0,null,null,null,1,0
3.119,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.807, 342.896, 359.740,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.638, 271.245, 306.660,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.818, 1.270, -0.329,344.718, 347.399, 356.922,1.947, 0.823, 0.032,12.047, 312.831, 53.252,1.759, 0.827, -0.004,17.867, 10.949, 307.457,null,null,null,0,null,null,null,1,0
3.158,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.725, 342.883, 359.793,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.817, 1.270, -0.327,344.770, 347.686, 356.490,1.946, 0.821, 0.033,13.199, 314.180, 54.915,1.758, 0.827, -0.004,18.291, 11.048, 307.780,null,null,null,0,null,null,null,1,0
3.198,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.747, 342.885, 359.747,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.816, 1.269, -0.325,344.901, 347.913, 356.308,1.946, 0.819, 0.034,12.664, 316.366, 57.442,1.758, 0.828, -0.004,17.959, 10.594, 307.296,null,null,null,0,null,null,null,1,0
3.238,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.792, 342.854, 359.734,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.814, 1.270, -0.324,345.033, 347.754, 356.478,1.946, 0.819, 0.034,14.583, 314.538, 54.079,1.758, 0.828, -0.004,17.718, 10.473, 306.937,null,null,null,0,null,null,null,1,0
3.281,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.801, 342.856, 359.739,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.245, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.813, 1.270, -0.324,345.134, 347.440, 356.687,1.947, 0.819, 0.034,13.709, 314.820, 55.003,1.758, 0.828, -0.003,18.033, 10.570, 307.257,null,null,null,0,null,null,null,1,0
3.319,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.713, 342.874, 359.716,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.812, 1.270, -0.325,345.114, 347.223, 356.715,1.947, 0.819, 0.034,13.525, 314.856, 55.164,1.758, 0.828, -0.003,17.868, 10.479, 306.954,null,null,null,0,null,null,null,1,0
3.358,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.769, 342.868, 359.777,-0.495, 0.786, 0.692,15.262, 9.465, 55.058,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.812, 1.270, -0.327,345.151, 347.083, 356.644,1.947, 0.819, 0.035,14.516, 314.635, 54.283,1.758, 0.828, -0.003,17.957, 10.493, 307.018,null,null,null,0,null,null,null,1,0
3.401,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.787, 342.877, 359.773,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.638, 271.244, 306.659,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.812, 1.272, -0.330,345.225, 347.089, 356.590,1.947, 0.819, 0.037,14.399, 315.993, 54.397,1.758, 0.828, -0.003,17.973, 10.489, 307.011,null,null,null,0,null,null,null,1,0
3.438,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.787, 342.877, 359.773,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.638, 271.244, 306.659,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.813, 1.272, -0.332,344.766, 347.060, 356.473,1.947, 0.819, 0.036,14.765, 315.018, 54.057,1.758, 0.828, -0.004,17.972, 10.480, 306.982,null,null,null,0,null,null,null,1,0
3.479,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.787, 342.877, 359.773,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.638, 271.244, 306.659,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.813, 1.272, -0.332,344.716, 347.060, 356.462,1.947, 0.819, 0.036,14.766, 315.018, 54.055,1.758, 0.828, -0.004,17.973, 10.481, 306.984,null,null,null,0,null,null,null,1,0
3.520,0.000, -0.027, 0.000,-0.382, 0.817, 0.443,354.820, 342.880, 359.769,-0.495, 0.786, 0.692,15.261, 9.466, 55.060,-0.618, 0.787, 0.700,14.639, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.813, 1.272, -0.332,344.716, 347.060, 356.462,1.947, 0.819, 0.036,14.766, 315.018, 54.055,1.758, 0.828, -0.004,17.973, 10.481, 306.984,null,null,null,0,null,null,null,1,0
3.561,0.000, -0.027, 0.000,-0.382, 0.817, 0.443,354.844, 342.882, 359.839,-0.495, 0.786, 0.692,15.262, 9.465, 55.059,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.815, 1.272, -0.337,344.979, 346.962, 356.563,1.938, 0.819, 0.039,15.396, 325.015, 53.500,1.758, 0.829, -0.003,17.995, 10.466, 306.968,null,null,null,0,null,null,null,1,0
3.601,0.000, -0.027, 0.000,-0.382, 0.817, 0.443,354.808, 342.884, 359.783,-0.495, 0.786, 0.692,15.262, 9.466, 55.059,-0.618, 0.787, 0.700,14.638, 271.244, 306.660,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.815, 1.273, -0.339,345.549, 346.976, 356.615,1.940, 0.819, 0.039,14.852, 324.131, 54.044,1.758, 0.829, -0.003,17.993, 10.461, 306.962,null,null,null,0,null,null,null,1,1
3.639,0.000, -0.027, 0.000,-0.382, 0.817, 0.443,354.772, 342.846, 359.791,-0.495, 0.785, 0.692,15.267, 9.568, 55.230,-0.618, 0.787, 0.700,14.720, 271.278, 306.682,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.815, 1.274, -0.341,345.591, 346.986, 356.556,1.940, 0.818, 0.039,14.808, 324.130, 54.070,1.758, 0.829, -0.003,17.995, 10.460, 306.962,null,null,null,0,null,null,null,1,1
3.678,0.000, -0.027, 0.000,-0.382, 0.817, 0.443,354.829, 342.867, 359.794,-0.496, 0.785, 0.692,15.273, 9.626, 55.322,-0.619, 0.786, 0.700,14.766, 271.293, 306.693,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.815, 1.275, -0.343,345.343, 347.083, 356.435,1.941, 0.818, 0.039,14.810, 324.124, 54.064,1.758, 0.829, -0.004,17.993, 10.459, 306.960,null,null,null,0,null,null,null,1,1
3.721,0.000, -0.027, 0.000,-0.382, 0.817, 0.443,354.813, 342.873, 359.774,-0.495, 0.785, 0.692,15.271, 9.630, 55.328,-0.619, 0.786, 0.700,14.768, 271.295, 306.694,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.814, 1.276, -0.347,345.675, 346.495, 356.705,1.941, 0.818, 0.039,14.809, 324.125, 54.064,1.758, 0.829, -0.004,17.993, 10.457, 306.957,null,null,null,0,null,null,null,1,0
3.759,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.787, 342.859, 359.800,-0.495, 0.785, 0.692,15.273, 9.633, 55.328,-0.619, 0.786, 0.700,14.769, 271.295, 306.696,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.814, 1.277, -0.348,345.620, 345.849, 356.825,1.941, 0.818, 0.039,14.808, 324.124, 54.065,1.758, 0.829, -0.004,17.992, 10.458, 306.958,null,null,null,0,null,null,null,1,0
3.799,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.789, 342.867, 359.771,-0.495, 0.785, 0.692,15.273, 9.637, 55.333,-0.619, 0.786, 0.700,14.772, 271.295, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.814, 1.277, -0.348,345.620, 345.849, 356.825,1.941, 0.818, 0.039,14.808, 324.124, 54.065,1.758, 0.829, -0.004,17.992, 10.458, 306.958,null,null,null,0,null,null,null,1,0
3.840,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.789, 342.867, 359.771,-0.495, 0.785, 0.692,15.273, 9.637, 55.333,-0.619, 0.786, 0.700,14.772, 271.295, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.814, 1.277, -0.348,345.620, 345.849, 356.825,1.941, 0.818, 0.039,14.808, 324.124, 54.065,1.758, 0.829, -0.004,17.992, 10.458, 306.958,null,null,null,0,null,null,null,1,0
3.879,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.789, 342.867, 359.771,-0.495, 0.785, 0.692,15.273, 9.637, 55.333,-0.619, 0.786, 0.700,14.772, 271.295, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.814, 1.277, -0.348,345.620, 345.849, 356.825,1.941, 0.818, 0.039,14.808, 324.124, 54.065,1.758, 0.829, -0.004,17.992, 10.458, 306.958,null,null,null,0,null,null,null,1,1
3.921,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.789, 342.867, 359.771,-0.495, 0.785, 0.692,15.273, 9.637, 55.333,-0.619, 0.786, 0.700,14.772, 271.295, 306.697,null,null,null,0,null,null,null,1,1,1.779, -0.027, -0.607,1.814, 1.277, -0.348,345.620, 345.849, 356.825,1.941, 0.818, 0.039,14.808, 324.124, 54.065,1.758, 0.829, -0.004,17.992, 10.458, 306.958,null,null,null,0,null,null,null,1,1
3.958,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.789, 342.867, 359.771,-0.495, 0.785, 0.692,15.273, 9.637, 55.333,-0.619, 0.786, 0.700,14.772, 271.295, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.813, 1.277, -0.350,345.687, 345.385, 356.715,1.941, 0.818, 0.039,14.810, 324.123, 54.065,1.758, 0.829, -0.004,17.992, 10.458, 306.958,null,null,null,0,null,null,null,1,0
4.000,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.789, 342.867, 359.771,-0.495, 0.785, 0.692,15.273, 9.637, 55.333,-0.619, 0.786, 0.700,14.772, 271.295, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.804, 1.277, -0.354,346.085, 343.278, 356.512,1.941, 0.818, 0.039,14.810, 324.123, 54.065,1.758, 0.829, -0.004,17.992, 10.458, 306.958,null,null,null,0,null,null,null,1,0
4.039,0.000, -0.027, 0.000,-0.382, 0.816, 0.443,354.789, 342.867, 359.771,-0.495, 0.785, 0.692,15.273, 9.637, 55.333,-0.619, 0.786, 0.700,14.772, 271.295, 306.697,null,null,null,0,null,null,null,1,0,1.779, -0.027, -0.607,1.802, 1.276, -0.354,345.964, 342.632, 356.784,1.941, 0.818, 0.039,14.810, 324.123, 54.065,1.758, 0.829, -0.004,17.992, 10.458, 306.958,null,null,null,0,null,null,null,1,0
